Phone,VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,EveCalls,NightCalls,IntlCalls,AccountLength,IntlPlan
405-9573,0,144.4,264.6,185.4,9.9,1,88,105,94,3,85,0
359-7255,50,208.8,132.9,136.7,11.1,2,130,104,107,4,134,0
419-5501,36,77.6,207,255.7,10.9,1,141,60,115,2,148,0
404-4809,0,271.1,237.4,145.4,8.4,1,101,133,103,6,93,0
344-6334,0,240.8,144.5,125.7,11.6,0,104,92,98,1,138,0
400-1899,0,114.8,192.6,259,12.2,0,98,101,108,5,159,0
346-5053,34,138.8,142,183.8,11.8,1,80,108,77,7,103,0
398-2148,27,209.8,155,251.5,7.2,0,112,80,111,6,150,0
347-7675,0,134.9,248.4,236.2,14.7,3,98,130,113,2,37,0
411-8956,0,164,153.1,123.8,6.4,0,99,102,104,4,33,1
390-3761,0,245.5,192.7,141.7,9.1,1,130,54,83,4,55,0
377-3876,32,80.3,199.9,170.8,16.6,0,94,124,117,3,134,0
345-2476,0,90.7,207.5,169.4,5.6,2,90,109,96,5,107,0
337-7879,36,190.3,256.6,214.9,3.8,1,115,78,145,4,80,0
361-7283,0,108.6,209.9,222.6,7.9,1,108,126,117,5,78,0
372-4868,17,89.8,233.2,165.7,9.3,4,88,75,116,7,85,0
346-8863,15,252.4,187.8,259.6,10,2,106,69,137,3,61,0
390-5267,32,183.4,269.1,203.5,6.7,5,94,120,38,4,97,0
392-1547,0,183.4,141.9,200.4,10.4,2,103,113,122,9,136,1
340-8177,0,155.2,135.9,184.6,3.8,3,100,84,82,9,135,0
383-4802,19,165.8,186.9,249.7,0,1,122,89,78,0,87,0
378-8567,0,209.4,273.8,150.2,12.8,0,67,89,88,1,165,0
406-7844,0,279.3,201.6,280.8,7.9,2,104,87,99,2,148,0
402-9173,0,174.1,99.1,211.6,7.7,2,102,118,126,2,99,0
352-3440,0,175.7,184.6,156.9,9.1,2,78,96,92,2,123,0
363-1413,0,256.5,222.1,156.7,13,1,87,101,122,3,127,1
394-8861,0,170.2,187.5,119.5,4.3,0,89,83,100,3,151,0
358-4036,0,139.6,250.2,158.1,10.8,1,92,115,79,4,185,0
392-4680,34,208.8,142.1,214.6,12.5,4,119,106,87,4,65,0
354-2762,0,210.1,248.9,158.6,14.4,4,126,108,88,2,58,0
371-5811,0,113.6,158.6,187.7,10.5,2,87,98,87,6,104,0
387-2014,0,202.6,163,268.1,8.3,0,89,96,151,3,44,0
411-6598,0,174.4,265.8,182.4,0,4,112,122,87,0,58,0
355-9356,0,210.6,164.2,201.4,9.4,0,117,103,68,5,108,0
406-4720,0,121.5,253,195.7,10.7,1,88,124,120,4,132,0
356-7239,0,127.8,181.6,197.3,15.9,2,67,112,63,2,80,0
328-8747,0,135.2,242,246.9,10.2,2,98,107,96,2,162,0
388-9464,0,99.4,275,212.1,16.7,2,62,86,94,3,110,0
406-2866,0,276.9,246.9,254.4,10.3,1,105,94,107,3,96,0
333-5729,0,163.4,240.1,164,11.6,2,134,87,147,2,168,0
391-1499,0,287.4,235.3,292.1,5,4,116,126,114,3,72,0
386-8690,23,120.5,227.8,158.5,10.2,1,104,115,100,3,125,0
391-2231,0,184.1,204.9,224.3,9.8,2,106,70,133,3,170,0
332-2275,0,185,232.5,191.1,14.9,3,84,129,82,4,71,0
340-4028,0,160.9,144.2,120.4,12.9,1,109,152,97,12,124,0
363-3486,0,207.6,251.6,191.6,10.9,2,68,123,100,6,68,0
418-3181,0,209.2,0,175.4,11.8,1,134,0,94,6,97,0
351-3316,0,158.4,306.6,144.2,2.1,1,71,66,93,4,98,1
369-3626,0,149,131,238.6,8.6,2,73,81,69,3,24,0
353-2763,0,204.5,208.8,224,9.8,0,63,95,119,2,136,0
358-7165,0,288.8,175.9,215.4,9.5,0,86,87,106,2,44,0
353-3223,40,108.6,206.4,126.3,13.4,0,90,154,118,4,96,0
338-9044,0,97.5,260.4,88.7,7,1,129,78,100,5,31,0
341-7296,0,166.5,261,262.7,13.3,0,102,103,85,5,72,0
398-4431,0,156.2,90,205.1,7.3,1,104,101,116,5,24,0
408-5601,31,225.2,256.8,249.7,11.5,4,89,117,87,1,112,0
328-5188,0,287.4,259.6,153.2,10,1,118,84,86,3,117,1
329-4474,19,175.3,241.3,211.4,7.8,0,96,146,109,2,137,0
357-4573,0,102.1,219.5,73.7,9.8,0,75,97,92,5,136,0
341-7112,0,157.9,259.6,230,14,0,103,90,117,2,95,0
400-3147,19,146.5,246.4,199,4.1,1,73,65,114,4,82,0
378-1936,0,245.8,286.7,240.7,9,1,116,91,115,13,145,0
347-1640,0,177.7,215.6,236.7,10.5,1,114,110,67,5,56,1
374-9531,0,250.8,152.5,148.1,10,2,146,105,104,5,155,1
380-4374,0,117.8,199.2,244.1,11.8,0,100,105,119,4,133,0
380-9409,0,119.7,189.7,256.2,12.9,2,113,84,108,7,53,0
387-1116,0,242.2,226.1,268.6,8.2,5,87,101,121,3,123,0
400-7509,0,163.4,249.3,249.7,9.8,7,83,119,90,4,136,0
403-6225,0,161,208,208.1,8.4,3,113,134,81,4,57,0
382-8274,0,128.7,169.5,193.6,10.3,1,111,104,97,5,62,0
354-5764,0,81.6,268.1,140.8,8.6,1,94,112,75,18,112,0
387-6912,20,207.7,199.7,216.5,7.3,1,91,113,110,1,55,0
384-3413,0,128.6,216.2,255.3,6.3,6,115,88,96,2,95,0
367-3950,0,233.3,209.8,210.6,9.1,1,65,93,109,4,125,0
396-4254,0,182.1,134.9,152.3,10,5,106,106,75,3,1,0
333-3010,36,168,163.2,172.7,8,6,81,125,120,2,98,0
393-1891,0,251.6,175.1,184.4,5.4,1,88,103,112,5,105,0
336-9053,30,183.8,183.4,235,11.6,0,102,123,52,7,113,0
353-3372,0,256.4,214.5,233.7,7.9,3,44,105,75,1,99,0
386-8943,0,180.2,97.7,181.7,8.4,1,134,85,134,3,103,0
376-9716,0,227.8,161.8,217,8,1,81,97,106,5,177,0
370-8676,20,147.8,276.8,149.9,10.2,0,132,94,110,6,149,0
360-2329,0,234.9,270.8,219.3,13.9,1,136,134,101,2,160,0
360-1320,0,110.9,213.4,186.2,7.9,2,54,82,116,2,116,0
329-8638,22,124.5,231.7,222.2,6.4,1,94,90,108,12,90,0
385-1118,0,233.5,187.7,122.3,9.6,0,81,71,97,2,148,1
408-8269,35,197.3,141.1,212.1,10.1,2,134,99,90,4,147,0
391-2334,0,58.2,202.1,210.5,10.4,0,96,126,97,5,95,0
373-8900,0,212.7,225.2,195.1,7,1,72,90,99,6,201,0
382-3512,0,151.5,131.7,235.3,11.8,0,89,78,131,4,80,0
420-4089,0,146.3,218.7,236,11.5,1,117,93,97,5,122,1
406-8465,0,195.1,148.8,224.5,6.7,0,100,95,117,2,132,0
386-6114,0,208.9,214.8,247.9,13,1,71,92,108,5,83,0
413-9328,0,135.7,208.4,209,8.8,7,107,103,95,3,99,0
335-7144,0,225.9,275.6,201.4,14.3,3,86,105,108,3,84,0
414-5177,0,122.2,167.2,194.8,9.7,1,67,62,98,6,46,0
350-5993,0,153.3,224.5,273.4,8.9,2,106,117,152,5,87,0
370-1465,0,214,192.4,242.6,7.9,1,117,89,99,4,150,0
385-2370,0,194.8,167.2,100.3,10.8,1,112,85,61,6,73,0
358-9146,0,206.7,281.1,158.5,11,3,87,83,77,5,7,0
357-8515,12,188,151.3,201.9,10.5,2,105,107,132,3,89,0
406-8995,0,122.3,118.8,147.9,13.7,3,83,94,95,3,131,1
344-3145,0,259.3,175.2,222.4,12,3,96,97,36,5,105,0
341-9890,0,115.1,211.3,136.1,13.8,2,114,70,85,3,108,1
365-4387,28,172.9,137.6,203.8,8.3,1,109,94,109,6,47,0
375-3341,0,156.4,130.4,207.3,7.3,1,116,114,109,5,101,1
418-3096,24,128.1,143.4,191,11.6,1,104,127,98,3,182,0
378-3879,0,196.6,170.2,194.3,12.5,1,73,79,79,3,161,0
344-1362,0,227.9,302.6,191.5,5.5,1,130,71,82,7,128,0
419-3937,31,194.9,191.6,153,13.2,2,63,90,129,2,69,0
348-4961,34,44.9,134.2,168.4,13.3,1,63,82,118,3,113,0
329-1410,30,262.8,215.8,154.8,7.8,0,114,130,88,2,87,0
332-9896,0,211.2,252.7,225.8,12.3,0,70,122,104,3,71,0
407-8575,0,204,225.1,240.3,9.6,1,69,110,85,5,76,0
387-2799,0,223.2,127.5,289.3,14.5,3,109,86,83,4,87,0
373-9108,0,119,187.5,189.3,11.5,1,82,108,97,3,117,0
345-3947,0,266.1,225.2,224.7,8.9,3,91,79,58,8,177,0
356-7511,0,134.4,152.4,236.5,9.4,1,104,95,80,3,95,0
343-4516,0,171.1,257.2,91.6,16.2,1,78,83,92,3,76,0
408-6305,0,170.5,254.3,197.3,10.5,2,103,77,138,2,66,0
338-7305,0,178.5,146.9,217.1,9.9,1,124,141,102,7,110,0
401-3077,0,205.2,154.8,191.4,14.1,3,145,95,77,5,204,0
401-6977,31,232.8,183.5,206.8,13,0,97,111,111,2,32,0
385-1464,39,239.9,253.8,128.7,6.7,5,107,77,85,3,133,0
417-5034,0,55.6,288.7,111.2,12.1,2,97,83,110,3,185,0
420-7066,37,153.5,241.9,244.7,10.6,1,78,108,110,3,103,0
394-8256,0,109.8,189.6,206.7,11.1,1,100,104,85,3,91,0
362-5044,0,196.1,185.5,250,5.2,2,89,87,132,6,131,0
350-2075,0,166.8,143.5,210.7,11.8,0,127,121,130,4,153,0
343-5372,25,113.2,269.9,229.1,7.1,2,96,107,87,7,132,0
377-9520,0,203,150.9,245.5,14.6,1,92,125,131,9,148,0
391-6773,0,242.8,234.1,211.5,6,5,90,80,104,3,141,0
403-4442,0,156.5,140.2,227.4,12.2,2,102,134,111,2,105,0
379-5885,0,266.7,158.2,287.7,13.8,3,105,88,111,3,169,0
399-1021,23,182,216.1,156.9,9.8,1,80,85,82,4,127,0
342-4004,0,85.9,193.9,231.5,10.1,0,92,127,93,2,57,0
382-7659,33,146.6,114.8,220.4,2.9,0,87,59,99,7,123,0
342-1004,35,110.5,208.3,87.4,13.9,4,101,81,77,2,103,0
398-5851,0,118.6,199.6,53.3,11.5,1,89,97,61,5,101,0
396-4869,22,197.6,80,120.8,15.6,2,105,86,82,12,123,0
422-8333,32,210.3,192.2,246.1,10.8,6,116,83,92,4,78,0
367-9127,28,220.3,285.8,203,9.4,4,96,72,111,6,101,0
420-3028,0,150,232.4,261.2,12.5,1,98,101,123,6,129,0
357-6348,34,161.7,207.6,205.7,9.2,0,114,115,114,4,67,0
386-1131,0,191.4,167.4,216.5,14,3,116,99,112,5,37,0
349-8391,0,146.7,148.3,238.6,12.5,3,83,91,69,3,64,1
421-1484,0,109.4,101.3,167.3,7.8,1,103,111,106,7,173,0
414-2663,0,144.1,249.8,211.4,13.6,1,115,68,82,3,135,0
327-6989,42,248.9,170.8,104.5,11.2,1,93,108,91,8,75,0
405-5513,0,85.7,221.6,190.6,11.6,4,112,70,75,3,88,0
345-9168,0,214.8,209.7,164.4,9.4,3,112,104,97,5,112,0
417-5146,0,158.9,242.8,247.8,6.5,0,137,109,97,4,113,0
339-2792,28,110,141.5,237.3,6.4,2,94,76,87,3,121,0
345-8397,0,152.8,183.6,151.8,10.5,1,145,102,75,2,70,0
344-6404,0,145.6,197.1,294.5,10.5,0,103,137,83,4,90,0
417-9455,0,93.3,199.6,206.2,6.5,0,83,114,104,4,39,0
343-1009,0,216.8,187.8,138.1,8.3,0,134,106,108,2,142,0
365-3493,0,201.9,154.7,164.4,9,1,101,78,79,2,176,0
376-7043,0,146.4,225.1,230.1,8.5,1,81,80,117,2,105,0
348-5728,0,272.7,224.9,178.2,10.5,2,74,85,104,3,57,0
357-5784,0,18.9,258.4,109.6,14.8,1,92,81,74,4,110,0
417-9844,0,172.8,193.4,89.6,12.8,2,81,90,107,5,88,0
333-7225,0,190.2,157.1,181.5,14,0,119,70,120,6,95,0
382-4943,0,130.6,208.1,204.6,15.6,3,83,144,72,3,147,0
345-4589,0,158.4,188,219.7,13.5,4,92,117,125,4,101,0
404-6337,0,166.5,236.2,205.6,15.6,1,111,98,92,2,115,0
412-1470,0,129.3,202.8,233,12.9,2,103,89,126,2,103,0
394-9220,0,199.3,193.4,254.4,7,0,112,120,117,10,82,0
364-5362,0,185.1,233,152.2,9.1,0,126,98,106,7,141,0
372-9852,0,175.4,197.4,188.2,9.7,2,80,127,102,2,149,0
394-9984,0,263.4,151.9,218.5,10.7,2,123,74,101,2,131,0
402-1668,0,94.2,264.1,203.7,7.3,1,108,100,79,3,119,0
339-5659,0,189.4,219,168,7.1,3,83,89,116,8,112,0
341-7279,35,118,167.2,205.7,11.8,2,103,106,102,2,116,0
371-3236,0,212.1,189.4,352.2,8.4,3,98,89,95,5,94,0
343-5679,0,222,187,282.3,12.4,2,93,103,124,6,90,0
347-4626,31,222.8,180.5,151.3,13,0,98,105,101,4,114,0
344-8498,25,190,116.6,141.5,12.2,1,137,76,110,2,63,0
349-3005,0,271.8,237.2,210.1,8.7,4,129,128,91,2,130,0
371-3498,29,195.4,268.2,168,8.4,3,83,93,95,6,122,0
367-4853,0,199.6,214.3,196.8,7.2,3,93,99,110,5,166,0
422-3454,0,100,173.5,218,10.1,0,98,95,122,4,62,0
403-8915,21,160.6,223.1,124,9.5,2,85,79,92,1,78,0
371-2418,26,158.7,160.5,218.3,9.9,1,91,127,88,3,148,0
411-2977,0,154.5,214.2,178,12,3,122,71,105,2,154,0
389-8163,34,192.3,129.3,136.3,6.3,1,114,114,102,12,110,0
417-4456,0,305.1,188,235.4,8.5,0,106,115,116,5,75,0
351-1894,38,193,153.6,260.4,7.4,2,106,106,87,5,84,0
386-6408,0,72.5,204,117.9,6.6,1,88,112,118,3,113,0
370-9592,40,105.2,341.3,165.7,6.3,2,61,79,97,3,181,0
397-9251,0,180.5,134.7,170.7,10,2,88,102,97,3,51,0
395-6913,29,214.7,314.3,280.2,14.3,0,86,109,110,2,102,0
332-3804,0,86.8,108.1,204.3,13.2,1,95,85,87,3,107,0
421-1326,0,131.5,174.8,184.2,7.9,5,99,128,83,2,88,0
415-8200,0,135.4,237.1,118.3,17.5,0,102,122,91,4,82,0
371-9414,0,174.3,254.1,176.4,5.9,6,85,95,96,3,204,0
347-3895,0,203.9,191.8,132.5,12.1,3,63,93,125,4,130,0
342-5854,0,235.5,142.3,316.7,12.5,0,108,143,131,5,174,0
379-7192,0,157,256.9,185.5,12.1,2,113,97,126,2,129,0
394-5753,0,111.9,223,243.2,10,3,55,124,81,7,190,1
390-6932,0,236.3,152.8,160.3,11.2,3,91,130,98,8,54,1
394-3171,0,163.6,283.4,262.1,8.6,0,88,93,108,9,78,0
394-5202,29,213.6,175.9,207.2,8.9,1,127,82,100,3,100,0
348-3777,30,143.4,170,127.9,9.4,3,72,92,68,4,70,0
407-3949,0,78.3,198.2,248.5,12.1,1,119,94,94,4,111,0
363-4779,0,97.1,228,240,10.6,1,98,131,111,3,117,0
340-2239,0,94.1,147.6,213.5,10.1,0,93,80,85,2,68,0
359-3423,0,226.3,274.3,242.7,8.2,2,95,109,119,3,27,0
382-9297,0,133.8,158.8,189.6,10.5,1,61,96,92,2,91,0
330-9294,27,190.3,249,215.7,10.6,1,93,127,82,4,181,0
362-8763,36,294.9,165.7,189.2,9.8,3,106,115,63,5,118,0
403-4816,0,185.4,191.4,144,10,2,114,119,78,11,112,0
371-2155,0,179.5,191.9,165.5,12,0,121,131,125,4,93,0
334-1339,0,158,207.9,190.4,10.1,0,94,100,120,10,102,0
341-7412,0,173,190.4,290,10.4,0,131,108,66,2,93,0
375-4770,32,134.2,211.9,167.6,8.2,1,101,145,138,5,107,0
406-7643,32,125.2,230.9,192,12.6,3,123,101,106,9,100,0
415-8164,0,195.9,227,313.2,13.2,2,111,108,113,1,115,0
354-3545,13,214.2,181.2,174,10.3,0,61,88,68,2,63,0
377-3139,0,221.1,236.7,252.3,9.5,0,101,65,137,1,57,0
418-7478,26,132,173.3,203.5,11.6,1,100,121,108,5,119,0
385-6952,0,157.6,198.3,364.9,9.1,1,92,87,106,4,73,0
381-8593,30,110.3,182.4,183.8,11,2,71,108,88,8,98,0
365-9371,0,161.5,192.9,168.3,11.2,0,121,137,96,13,139,1
401-7335,28,171.8,240.7,245.5,10.6,1,116,125,80,7,31,0
364-5126,32,211,155.1,234.8,11.4,1,99,89,96,5,129,0
385-7157,0,139.3,192.3,151,9.3,7,89,95,75,3,115,0
385-4766,0,291.6,221.1,229.2,14,2,99,93,110,9,108,0
390-1760,0,139,132.9,272,12.1,0,110,93,120,1,139,0
365-8831,0,234.8,199.2,163.2,10,4,125,99,88,1,102,0
353-4002,0,187.6,201.4,264.2,8.8,1,83,81,79,1,149,0
367-5923,0,159.8,210.1,175.1,13.1,2,143,93,86,7,113,0
393-9548,33,177.1,194,253.4,5.2,1,100,85,124,5,131,0
362-2356,0,117.9,160.4,235.3,11.4,0,101,92,150,10,83,0
365-2341,21,247.6,256.3,158.6,10.8,2,95,150,72,6,96,0
388-8797,0,169.9,138.3,142.6,8.5,1,77,155,105,7,98,0
400-4713,0,185,203.7,170.5,14.1,3,120,129,89,3,3,0
420-3042,17,204.9,201,219.7,11.3,0,84,102,97,5,77,0
396-4171,24,225.5,182,270.9,9.4,3,119,108,106,2,75,0
389-8417,0,169.7,141.4,253,10.5,4,115,123,115,3,40,0
339-4068,0,239.3,223.4,251.4,10.6,0,102,127,104,6,108,0
341-4873,0,113.3,197.9,284.5,11.7,4,96,89,93,2,100,0
336-2322,0,161.9,230.1,148.8,10.2,3,100,138,78,11,16,0
402-1607,16,133.3,185.7,161.5,5.6,2,110,111,113,4,115,0
379-3037,25,170.7,109.9,165.7,8.7,3,88,113,99,1,108,0
382-1399,0,189.7,156.1,244,8.3,5,76,65,91,3,107,0
394-5489,0,322.3,230.4,241.5,7.8,2,100,135,104,5,161,0
387-6065,0,124.4,320.9,157.2,10.4,2,74,78,126,4,147,0
327-6087,0,146.9,114.3,114.5,11.4,3,94,111,97,5,107,0
341-8667,0,192.6,206.4,283.2,10.8,1,123,105,93,3,120,0
338-9612,36,96.3,179.6,166.3,10.3,1,83,91,121,2,107,0
364-1134,0,131.9,167.6,205.9,14.7,3,96,107,106,5,58,0
413-4811,0,147.2,175.2,136.3,13.3,2,121,87,80,3,91,0
354-4333,0,143.1,239.6,221.7,7.1,2,139,88,123,5,13,0
382-2026,0,280.4,179.4,150.6,15.2,5,127,79,77,6,104,0
368-3287,31,237.2,213.1,192.7,10.7,1,85,100,87,4,93,0
367-8298,0,184.2,181.6,143.4,12.8,2,95,101,113,4,95,0
391-1783,0,109.1,187.1,216.6,10,3,141,140,100,4,104,0
393-8762,0,138.1,158.2,215.7,10.3,5,115,82,118,2,35,0
385-1423,0,186.8,207.6,195,8.8,3,94,92,98,4,62,0
406-7670,0,155.4,290.9,228.4,13.9,1,112,92,91,5,143,0
339-5423,0,245.3,122.9,228.4,8.5,4,91,130,102,4,62,0
366-8939,0,205.9,277.4,202,11,0,97,117,139,2,60,1
353-2391,0,207.2,214.1,193,11.9,1,138,83,105,4,41,0
372-4203,14,151.5,248.7,199.8,10.7,2,100,126,120,5,34,0
385-5688,0,221.9,278.2,288.1,7.1,0,112,122,85,5,56,0
397-7453,0,190,246.6,304.2,9.5,1,100,78,107,4,183,0
366-9015,0,220.8,156.2,187.9,10.5,2,111,67,89,4,94,0
356-1654,47,173.7,204,174.6,6.3,2,117,114,94,3,73,0
337-3932,0,114.8,150,268.6,9.6,2,94,104,119,4,123,0
350-1126,0,113.8,192.3,214.9,10.4,3,97,97,89,1,64,0
416-3649,0,143.2,179.5,171.8,6.2,4,60,159,122,4,127,1
349-1726,0,184.4,203.8,237.4,9.3,3,111,110,100,5,33,0
405-1589,0,227.4,248,61.4,7.8,1,67,115,109,6,27,0
366-7560,0,224,210.7,231.9,2.1,0,99,80,75,5,123,0
333-9643,0,216.2,185.7,300,10,2,95,105,143,5,148,0
355-6422,0,129.9,230.1,140.5,13.3,0,121,105,123,3,81,0
329-5400,30,230.1,287.6,177.1,6.9,2,108,76,85,3,122,0
383-6356,0,204.4,273.2,179.6,11,1,97,128,118,5,52,0
377-7276,44,216.6,173.1,242.1,9.1,1,101,98,95,3,91,0
337-1586,0,247.5,225.4,244.3,10.2,2,85,93,132,2,54,0
336-9273,0,228.1,136.4,197.3,9,1,93,106,107,2,152,0
415-5476,0,225.9,299.1,251.3,11.2,1,110,86,81,4,201,0
332-2650,0,103.5,117.9,201,12,4,115,102,94,3,78,0
418-8257,0,115.5,252.2,208.9,7.5,0,70,143,91,6,67,0
407-3121,0,218.8,148.3,277.8,9.7,1,125,102,97,6,100,0
381-2413,0,223.8,244.8,223.8,12.3,3,67,74,156,5,41,0
378-1144,0,143.8,184,275.5,12.9,3,71,131,132,4,133,0
359-5091,43,29.9,129.1,325.9,8.6,2,123,117,105,6,36,0
378-6986,28,276.7,203.7,246.2,8.3,0,121,99,88,3,51,0
386-6580,0,141.4,146.4,123,8.1,0,128,70,75,4,122,0
419-9713,41,153.9,140.7,217.7,12.8,1,102,117,101,5,84,0
382-6153,0,190.5,205.5,130.7,13.8,0,128,103,63,5,91,0
332-1690,0,192.6,178.9,214.6,9.4,1,102,118,74,4,110,0
348-9383,0,151.8,103.6,156.3,12.2,1,115,116,86,4,91,1
420-3857,0,215.6,192.9,144,10.1,5,74,98,103,4,121,0
405-2653,0,180,229,139.4,7.8,3,100,103,105,8,109,0
417-9278,0,157.3,197.5,128.2,8.4,2,116,77,111,4,95,0
352-5663,0,196.5,158.6,269.3,6.8,0,88,129,118,3,72,0
370-8786,0,240.3,162.5,231.9,11.9,0,130,83,136,3,73,0
415-6333,0,193.3,154.7,174.8,9.4,3,126,85,98,6,108,0
391-6558,39,211.9,274.4,210.5,5.4,1,40,76,139,4,58,0
396-4234,0,218.7,155.6,277.4,8.2,1,111,133,62,5,148,1
345-6961,0,246.8,206.3,208.4,13.2,0,110,63,123,5,76,1
346-5992,0,174.7,148,168.2,15.8,6,151,56,109,3,103,0
402-3908,0,240,134.1,189.1,9.3,0,83,106,84,2,87,0
350-2340,37,181.2,177.6,228,5,2,76,98,136,3,35,0
410-2015,0,113.7,165.1,141.5,10.8,1,67,127,142,3,88,0
380-3311,41,174.7,160.6,155.3,13.4,0,86,93,108,1,67,0
399-7029,29,211.1,223.5,148.4,9.7,2,89,97,106,9,77,0
337-3868,0,169.3,178.6,242.3,12.2,1,108,91,82,3,124,0
354-8088,0,247.4,175.9,287.4,11.3,0,107,76,90,2,30,0
416-9723,32,131.2,227.4,178.9,12.8,2,63,125,105,2,53,0
337-4403,0,161.4,163.6,153.2,11.8,1,84,88,121,5,152,0
416-1536,0,107.2,86.8,156.2,9.7,1,98,122,117,4,100,1
386-3796,32,211.9,202.9,213.5,8.8,1,120,136,95,5,59,0
340-4989,0,160.4,285.9,182.5,6.9,3,120,104,85,4,143,0
340-6221,40,230.7,256.8,263.9,6.4,1,101,88,92,3,142,0
363-3469,0,232.6,253.4,154,10.5,1,96,117,101,9,105,0
345-3787,0,294.7,294.6,260.1,10.8,1,90,72,121,3,111,0
362-3107,0,133.4,223.9,180.4,10.2,1,107,117,85,13,143,0
345-1994,22,306.2,189.7,240.3,11.7,0,123,83,107,2,93,0
377-5417,0,236.8,186.4,126.9,10.4,2,135,87,112,5,79,0
369-8574,24,125.7,275.9,214.5,14.2,3,92,98,108,6,68,1
344-6847,0,168.4,276,196.2,11.4,1,114,127,48,3,93,1
391-7528,0,70.9,134.5,168.8,12,2,134,112,164,6,103,0
393-6053,38,105,121.8,221.5,3.7,0,86,123,122,4,144,0
392-6286,0,152.1,215.5,262.4,12,1,141,107,111,7,93,0
365-9079,0,180.9,194.9,197.8,8.8,3,79,83,109,9,149,1
399-3089,31,156.6,161.5,294.6,9.4,1,84,96,107,6,23,0
365-2192,24,180.5,224.1,205.7,2.4,0,85,92,103,3,221,0
394-3051,30,238.8,230,206.3,13.2,1,100,121,66,8,164,0
357-2429,18,182.1,213.6,193,13.4,2,66,65,108,9,104,0
421-6268,35,139.6,332.8,213.8,8.8,2,72,170,105,2,150,0
401-5915,12,200.3,253.6,149.3,10.2,0,76,105,93,5,184,0
348-6057,0,153.5,251.7,182.2,8.5,1,94,118,99,6,88,0
349-3843,29,128.2,171.7,250.9,11.7,3,119,83,114,6,61,1
396-5561,0,159.5,202.3,256,16.7,2,145,101,96,2,110,0
370-9622,0,226.4,276.8,213.4,12.3,3,101,60,82,4,115,0
371-9602,0,251.9,194.6,211.2,8.4,2,81,96,87,3,33,0
351-2815,0,264.5,194,262.7,7.5,2,117,111,111,4,100,0
369-8703,0,153.7,188.6,200.8,10.7,0,105,87,95,2,209,0
355-2840,0,232.1,210.8,165.4,15,5,81,101,87,6,27,0
372-1115,0,201.9,212.3,176.9,7.8,1,86,96,98,10,117,0
337-2986,0,186.9,182.6,143.1,4.2,1,79,105,90,14,87,0
404-3238,27,196.6,180.6,245,6.6,1,89,95,83,5,129,0
397-4968,0,232.1,168.2,197.3,9.9,1,102,110,120,3,142,0
327-1058,0,166,74.6,247.9,6.3,0,79,100,74,7,112,0
419-9509,28,200.6,164.1,169.6,2.5,1,96,111,153,5,75,0
349-7282,25,141,212,175.2,4.9,3,101,85,138,2,97,0
382-5743,34,245,216.9,112.4,7.5,0,95,66,125,8,121,0
358-2694,0,140.8,228.6,152.9,10.9,1,140,119,88,7,142,1
378-1884,0,255.1,266.9,197.7,8.8,3,93,97,118,3,121,0
330-1627,33,125,235.3,215.3,10.2,2,99,81,95,7,87,0
392-5716,0,180.6,280.4,292.4,5,1,65,99,105,3,34,0
384-6132,0,248.7,172.3,191.9,11.3,1,118,73,87,2,177,1
359-2740,30,178.1,236.7,264,8.4,0,111,109,118,2,58,0
338-6714,0,122.2,131.7,169.5,10.3,5,112,94,106,9,113,1
347-9968,0,231.3,224.7,214.6,7.2,1,87,88,69,7,101,0
343-3399,0,111.2,122.1,180.8,12.6,3,101,94,85,2,89,0
334-6129,44,103.2,236.3,203.5,11.9,0,117,86,101,2,77,1
377-4975,0,138.4,158.9,47.4,3.9,4,104,122,73,9,146,0
405-3533,0,146.3,216.6,233,11.5,0,85,95,82,3,93,0
337-9326,0,206.3,241.1,227.8,11.7,0,66,109,102,6,160,0
338-6556,0,132,279.6,180,13.5,0,103,114,74,4,55,0
354-3040,0,274.6,161.1,194.4,9.2,2,105,121,123,4,88,0
396-1278,0,185.3,225.3,194.3,11.7,0,87,87,93,3,63,0
354-6810,24,154.8,177.2,207.6,9,1,69,105,102,4,127,0
403-6237,30,179.2,283.2,228.1,14.7,1,105,83,77,5,57,0
411-6823,0,286.2,187.2,146.2,11,2,61,60,114,4,138,1
338-1400,0,268,153.6,232.3,17,3,115,106,65,1,115,0
412-6245,0,137.5,198.1,292.7,13.3,2,110,109,131,5,171,0
377-3417,0,243,191.8,117.8,13.4,2,115,91,93,5,148,0
343-2597,0,134.9,221.5,113.8,15,1,79,114,118,2,127,0
388-8282,0,234.2,216.7,130.6,13.9,1,76,108,122,2,61,0
416-8394,0,175.1,171.9,131.1,7.3,1,73,116,94,6,131,0
343-6643,0,142.2,262.4,139.2,10.1,1,107,84,99,5,88,0
330-4364,0,132.4,200.3,202.5,6,2,81,110,103,1,130,0
414-1537,24,97.8,207.2,214.5,5.9,0,98,67,126,2,89,0
408-1913,0,266.9,229.7,251.7,11,3,83,74,99,6,82,0
406-5532,33,155.2,268.3,186.4,9.7,3,139,79,71,4,138,0
417-7722,0,200.2,244.9,190.9,8.8,1,92,107,96,3,115,0
367-5226,0,289.1,233.8,223.5,12.7,2,100,97,148,2,84,0
344-5766,0,198.4,249.5,162.8,10.5,1,121,104,115,5,117,1
405-1370,0,180.3,208,181.2,12.8,2,67,68,101,6,60,0
